"AGE","SEX","RACE","MARST","EDUC","MINUTES","EDUCNUM"
56,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
55,"Female","Asian/Pacific Islander","Married","Four Year Degree",10,3
62,"Male","White","Separated/Divorced","Four Year Degree",40,3
61,"Male","White","Separated/Divorced","Some College",40,2
57,"Female","White","Single","Some College",40,2
65,"Female","White","Married","Some College",40,2
60,"Male","Asian/Pacific Islander","Married","High School Degree",40,1
31,"Male","Asian/Pacific Islander","Married","High School Degree",40,1
59,"Male","White","Married","Some College",40,2
56,"Female","White","Married","Four Year Degree",40,3
69,"Female","White","Married","Advanced Degree",7,4
60,"Female","Asian/Pacific Islander","Single","High School Degree",20,1
55,"Female","Asian/Pacific Islander","Married","High School Degree",30,1
66,"Female","White","Married","Advanced Degree",36,4
37,"Male","White","Married","High School Degree",44,1
37,"Female","White","Married","High School Degree",40,1
47,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
47,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
54,"Female","Asian/Pacific Islander","Married","Some College",40,2
63,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
62,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
44,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
28,"Female","American Indian/Aleut/Eskimo","Married","Some College",27,2
36,"Female","White","Single","Four Year Degree",20,3
42,"Male","White","Single","Advanced Degree",40,4
61,"Male","White","Married","Four Year Degree",60,3
53,"Female","White","Married","Four Year Degree",60,3
30,"Male","White","Married","Four Year Degree",50,3
55,"Male","Black","Married","Some College",45,2
60,"Male","White","Married","Four Year Degree",40,3
62,"Female","White","Separated/Divorced","Four Year Degree",50,3
34,"Female","White","Separated/Divorced","High School Degree",40,1
26,"Female","White","Single","Some College",40,2
59,"Male","White","Married","Advanced Degree",46,4
44,"Female","Asian/Pacific Islander","Married","Some College",40,2
32,"Female","White","Married","Four Year Degree",25,3
32,"Male","White","Married","Some College",44,2
27,"Female","White","Married","Advanced Degree",45,4
28,"Male","White","Married","Advanced Degree",45,4
26,"Female","White","Single","Four Year Degree",60,3
41,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
49,"Female","White","Married","High School Degree",40,1
55,"Male","White","Married","Four Year Degree",40,3
65,"Male","White","Married","Four Year Degree",40,3
43,"Male","White","Single","Some College",40,2
39,"Female","White","Married","High School Degree",40,1
47,"Female","White","Separated/Divorced","High School Degree",36,1
47,"Male","White","Single","High School Degree",40,1
32,"Male","White","Married","Four Year Degree",55,3
31,"Female","White","Married","Four Year Degree",40,3
46,"Male","White","Married","High School Degree",30,1
54,"Female","Asian/Pacific Islander","Married","High School Degree",50,1
53,"Male","Asian/Pacific Islander","Married","Advanced Degree",50,4
32,"Male","White","Married","Four Year Degree",60,3
47,"Male","White","Married","Some College",40,2
44,"Female","White","Married","Some College",40,2
28,"Male","White","Married","High School Degree",40,1
54,"Male","White","Married","Four Year Degree",40,3
51,"Female","White","Married","Some College",40,2
47,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
73,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
62,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
57,"Female","Black","Single","Four Year Degree",40,3
55,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
43,"Male","White","Married","Some College",40,2
46,"Female","White","Married","Four Year Degree",15,3
42,"Male","White","Married","Four Year Degree",12,3
32,"Female","White","Married","Four Year Degree",20,3
27,"Male","White","Married","Four Year Degree",40,3
65,"Male","White","Married","Four Year Degree",50,3
55,"Female","White","Married","Advanced Degree",50,4
51,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
46,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
47,"Male","White","Married","High School Degree",40,1
46,"Female","White","Married","Four Year Degree",40,3
40,"Male","White","Married","High School Degree",40,1
33,"Female","White","Single","High School Degree",40,1
41,"Female","White","Married","Advanced Degree",40,4
39,"Male","White","Married","High School Degree",40,1
25,"Female","White","Single","High School Degree",40,1
43,"Female","White","Single","High School Degree",40,1
60,"Female","White","Married","Four Year Degree",40,3
58,"Female","White","Separated/Divorced","Some College",40,2
69,"Male","White","Married","Advanced Degree",40,4
25,"Male","White","Single","Some College",40,2
76,"Male","White","Married","Advanced Degree",40,4
70,"Female","White","Married","Advanced Degree",40,4
39,"Female","Asian/Pacific Islander","Married","Advanced Degree",24,4
43,"Male","Asian/Pacific Islander","Married","Advanced Degree",60,4
55,"Male","Asian/Pacific Islander","Married","High School Degree",40,1
55,"Female","Asian/Pacific Islander","Married","High School Degree",40,1
60,"Male","Asian/Pacific Islander","Single","High School Degree",40,1
40,"Male","White","Married","Some College",32,2
39,"Female","White","Married","Advanced Degree",60,4
32,"Male","Asian/Pacific Islander","Single","Four Year Degree",40,3
27,"Male","Asian/Pacific Islander","Single","Some College",40,2
47,"Male","White","Single","Four Year Degree",45,3
53,"Male","Asian/Pacific Islander","Separated/Divorced","Some College",65,2
57,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
62,"Male","White","Married","Four Year Degree",40,3
58,"Female","White","Married","Advanced Degree",40,4
48,"Female","White","Separated/Divorced","Some College",40,2
56,"Female","White","Single","Four Year Degree",50,3
25,"Female","White","Single","Four Year Degree",45,3
31,"Female","White","Married","High School Degree",40,1
36,"Male","Asian/Pacific Islander","Single","Some College",55,2
45,"Male","White","Separated/Divorced","Advanced Degree",50,4
51,"Female","White","Married","Four Year Degree",45,3
51,"Male","White","Married","Some College",70,2
41,"Male","White","Married","Advanced Degree",40,4
52,"Female","White","Separated/Divorced","High School Degree",35,1
29,"Male","White","Married","Some College",40,2
34,"Female","White","Single","Some College",40,2
62,"Male","Asian/Pacific Islander","Married","Some College",40,2
54,"Male","White","Separated/Divorced","Advanced Degree",40,4
27,"Female","White","Single","Some College",35,2
26,"Male","White","Single","Four Year Degree",40,3
40,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
32,"Male","White","Single","Four Year Degree",40,3
29,"Female","White","Single","Some College",24,2
47,"Female","White","Married","Four Year Degree",40,3
56,"Female","White","Married","Some College",40,2
47,"Male","White","Married","Four Year Degree",40,3
53,"Female","White","Married","Some College",40,2
25,"Female","White","Single","Some College",25,2
27,"Male","White","Single","Four Year Degree",40,3
57,"Female","White","Married","High School Degree",44,1
46,"Female","White","Married","Four Year Degree",40,3
49,"Male","White","Married","Some College",40,2
49,"Female","White","Married","Some College",40,2
60,"Male","White","Married","Advanced Degree",20,4
57,"Female","White","Married","Some College",40,2
51,"Male","White","Married","High School Degree",40,1
49,"Male","White","Married","High School Degree",40,1
48,"Female","White","Single","Some College",40,2
28,"Male","White","Married","Four Year Degree",45,3
28,"Female","White","Married","Four Year Degree",40,3
56,"Female","Asian/Pacific Islander","Separated/Divorced","Advanced Degree",40,4
35,"Female","White","Married","Advanced Degree",40,4
35,"Male","White","Married","Four Year Degree",56,3
38,"Male","White","Married","High School Degree",40,1
38,"Male","White","Married","Four Year Degree",50,3
36,"Female","White","Married","Four Year Degree",50,3
61,"Male","White","Married","Some College",40,2
58,"Female","White","Married","Four Year Degree",40,3
45,"Male","Black","Separated/Divorced","Advanced Degree",56,4
50,"Male","White","Single","Some College",75,2
51,"Male","White","Married","Four Year Degree",60,3
46,"Female","White","Married","Four Year Degree",45,3
70,"Male","White","Married","Four Year Degree",40,3
41,"Female","White","Married","Four Year Degree",40,3
35,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
33,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
60,"Female","White","Single","Some College",40,2
34,"Male","White","Single","Four Year Degree",40,3
63,"Male","White","Married","High School Degree",20,1
31,"Female","White","Single","Some College",40,2
39,"Male","White","Married","Four Year Degree",44,3
44,"Male","Black","Married","High School Degree",40,1
32,"Female","White","Married","Some College",40,2
31,"Male","White","Married","Some College",40,2
44,"Female","White","Widowed","High School Degree",40,1
44,"Male","White","Separated/Divorced","Some College",50,2
44,"Male","White","Separated/Divorced","Some College",40,2
29,"Male","Other","Married","Four Year Degree",40,3
30,"Female","Other","Married","Some College",45,2
59,"Male","White","Single","Four Year Degree",40,3
42,"Male","White","Married","High School Degree",40,1
30,"Female","White","Married","High School Degree",40,1
33,"Male","White","Married","High School Degree",40,1
43,"Female","American Indian/Aleut/Eskimo","Separated/Divorced","Advanced Degree",40,4
44,"Male","American Indian/Aleut/Eskimo","Separated/Divorced","Some College",35,2
52,"Male","Other","Single","Some College",45,2
35,"Female","White","Single","High School Degree",40,1
60,"Male","White","Married","High School Degree",40,1
49,"Female","White","Separated/Divorced","Some College",42,2
27,"Male","White","Married","Some College",40,2
28,"Female","White","Married","Some College",42,2
33,"Female","White","Married","High School Degree",40,1
60,"Male","White","Widowed","High School Degree",40,1
42,"Male","White","Married","High School Degree",40,1
45,"Male","White","Married","High School Degree",40,1
33,"Female","White","Married","Four Year Degree",45,3
37,"Male","White","Married","Some College",32,2
45,"Female","White","Married","High School Degree",30,1
47,"Male","White","Married","High School Degree",40,1
62,"Female","White","Separated/Divorced","High School Degree",40,1
30,"Male","White","Separated/Divorced","Four Year Degree",40,3
26,"Male","White","Single","Four Year Degree",40,3
30,"Female","White","Married","Some College",40,2
31,"Male","White","Married","High School Degree",40,1
50,"Female","White","Single","Advanced Degree",60,4
47,"Male","Asian/Pacific Islander","Married","High School Degree",40,1
28,"Female","White","Single","Some College",50,2
54,"Male","White","Married","High School Degree",40,1
27,"Male","White","Single","Some College",40,2
52,"Male","White","Married","High School Degree",40,1
47,"Female","White","Married","High School Degree",40,1
38,"Male","American Indian/Aleut/Eskimo","Married","High School Degree",40,1
51,"Male","Asian/Pacific Islander","Married","Some College",30,2
38,"Male","White","Married","Advanced Degree",50,4
47,"Female","White","Married","Four Year Degree",40,3
36,"Female","White","Single","Some College",40,2
29,"Male","White","Single","Some College",50,2
25,"Male","White","Single","Some College",20,2
55,"Male","White","Married","Some College",40,2
30,"Male","White","Married","Some College",40,2
29,"Female","White","Married","Four Year Degree",40,3
36,"Male","White","Married","High School Degree",40,1
47,"Female","Other","Married","Some College",40,2
45,"Female","White","Married","Some College",37,2
50,"Male","White","Single","Advanced Degree",46,4
42,"Male","White","Married","Advanced Degree",40,4
50,"Male","White","Married","Four Year Degree",40,3
29,"Female","White","Single","Advanced Degree",40,4
33,"Female","White","Married","Four Year Degree",36,3
57,"Female","White","Married","Some College",12,2
53,"Male","White","Married","Some College",40,2
31,"Female","White","Married","Some College",40,2
53,"Female","White","Single","Some College",42,2
52,"Male","White","Married","High School Degree",40,1
55,"Female","White","Married","Advanced Degree",40,4
71,"Male","White","Married","High School Degree",40,1
28,"Male","White","Married","Some College",40,2
41,"Female","Asian/Pacific Islander","Married","Advanced Degree",4,4
42,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
44,"Male","White","Married","Advanced Degree",40,4
43,"Female","White","Married","Four Year Degree",40,3
45,"Male","White","Married","Four Year Degree",40,3
40,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
